dependent,test,groupA,groupB,statistic,p_uncorrected,p_corrected,n_subjects,n_conditions,notes
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,B,,0.04259616736825569,0.12778850210476705,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,F,,0.14773725622730302,0.44321176868190904,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,B,F,,0.46150340335430695,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,rm_anova,,,2.53123933082964,0.0910898964094614,,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,B,-2.1915679996362654,0.03928781088269372,0.11786343264808116,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,F,-1.5234332735064136,0.14189674503747798,0.425690235112434,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,B,F,0.7935337960728824,0.4359425778385183,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,B,,0.04259616736825569,0.12778850210476705,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,F,,0.14773725622730302,0.44321176868190904,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,B,F,,0.46150340335430695,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,rm_anova,,,2.53123933082964,0.0910898964094614,,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,B,-2.1915679996362654,0.03928781088269372,0.11786343264808116,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,F,-1.5234332735064136,0.14189674503747798,0.425690235112434,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,B,F,0.7935337960728824,0.4359425778385183,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,B,,0.04259616736825569,0.12778850210476705,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,F,,0.14773725622730302,0.44321176868190904,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,B,F,,0.46150340335430695,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,rm_anova,,,2.53123933082964,0.0910898964094614,,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,B,-2.1915679996362654,0.03928781088269372,0.11786343264808116,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,F,-1.5234332735064136,0.14189674503747798,0.425690235112434,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,B,F,0.7935337960728824,0.4359425778385183,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,B,,0.04259616736825569,0.12778850210476705,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,F,,0.14773725622730302,0.44321176868190904,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,B,F,,0.46150340335430695,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,rm_anova,,,2.53123933082964,0.0910898964094614,,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,B,-2.1915679996362654,0.03928781088269372,0.11786343264808116,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,A,F,-1.5234332735064136,0.14189674503747798,0.425690235112434,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,paired_ttest,B,F,0.7935337960728824,0.4359425778385183,1.0,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,B,,0.04259616736825569,0.12778850210476705,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,A,F,,0.14773725622730302,0.44321176868190904,23,3,
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,wilcoxon,B,F,,0.46150340335430695,1.0,23,3,
