Informazioni cronologiche,Language/Lingua/Sprache: ,"I, the participant:","I, the participant:",Prolific ID,Which picture best describes your relationship with [country]?,Which picture best describes your relationship with [language]?,Which picture best describes your relationship with [culture]?,Rate how well the robot is keeping an appropriate distance from the human (1 is the worst and 5 is the best).,Rate how well the robot is keeping an appropriate distance from the human (1 is the worst and 5 is the best).,Rate how well the robot is keeping an appropriate distance from the human (1 is the worst and 5 is the best).,Rate how well the robot is keeping an appropriate distance from the human (1 is the worst and 5 is the best).,Rate how well the robot is keeping an appropriate distance from the human (1 is the worst and 5 is the best).,Rate how well the robot is keeping an appropriate distance from the human (1 is the worst and 5 is the best).,Rate how well the robot is keeping an appropriate distance from you (1 is the worst and 5 is the best). This is how you would see the robot from your perspective.,Rate how well the robot is keeping an appropriate distance from you (1 is the worst and 5 is the best). This is how you would see the robot from your perspective.,Rate how well the robot is keeping an appropriate distance from you (1 is the worst and 5 is the best). This is how you would see the robot from your perspective.,Rate how well the robot is keeping an appropriate distance from you (1 is the worst and 5 is the best). This is how you would see the robot from your perspective.,Rate how well the robot is keeping an appropriate distance from you (1 is the worst and 5 is the best). This is how you would see the robot from your perspective.,Rate how well the robot is keeping an appropriate distance from you (1 is the worst and 5 is the best). This is how you would see the robot from your perspective.,"Io, il partecipante:","Io, il partecipante:",Prolific ID,Quale immagine descrive meglio il tuo rapporto con [paese]?,Quale immagine descrive meglio il tuo rapporto con [lingua]?,Quale immagine descrive meglio il tuo rapporto con [cultura]?,"Valuta quanto bene il robot mantiene una distanza appropriata dall'umano  (1 è il peggiore, 5 è il migliore).","Valuta quanto bene il robot mantiene una distanza appropriata dall'umano  (1 è il peggiore, 5 è il migliore).","Valuta quanto bene il robot mantiene una distanza appropriata dall'umano  (1 è il peggiore, 5 è il migliore).","Valuta quanto bene il robot mantiene una distanza appropriata dall'umano  (1 è il peggiore, 5 è il migliore).","Valuta quanto bene il robot mantiene una distanza appropriata dall'umano  (1 è il peggiore, 5 è il migliore).","Valuta quanto bene il robot mantiene una distanza appropriata dall'umano  (1 è il peggiore, 5 è il migliore).","Valuta quanto bene il robot mantiene una distanza appropriata da te  (1 è il peggiore, 5 è il migliore). Così è come vedresti il robot dalla tua prospettiva.","Valuta quanto bene il robot mantiene una distanza appropriata da te  (1 è il peggiore, 5 è il migliore). Così è come vedresti il robot dalla tua prospettiva.","Valuta quanto bene il robot mantiene una distanza appropriata da te  (1 è il peggiore, 5 è il migliore). Così è come vedresti il robot dalla tua prospettiva.","Valuta quanto bene il robot mantiene una distanza appropriata da te  (1 è il peggiore, 5 è il migliore). Così è come vedresti il robot dalla tua prospettiva.","Valuta quanto bene il robot mantiene una distanza appropriata da te  (1 è il peggiore, 5 è il migliore). Così è come vedresti il robot dalla tua prospettiva.","Valuta quanto bene il robot mantiene una distanza appropriata da te  (1 è il peggiore, 5 è il migliore). Così è come vedresti il robot dalla tua prospettiva.","Ich, teilnehmende Person:","Ich, teilnehmende Person:",Prolific ID,Welches Bild beschreibt Ihre Beziehung zu [Land] am besten?,Welches Bild beschreibt Ihre Beziehung zu [Sprache] am besten?,Welches Bild beschreibt Ihre Beziehung zu [Kultur] am besten?,"Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zum Menschen einhält (1 ist der Hammer, 5 ist der Beste).","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zum Menschen einhält (1 ist der Hammer, 5 ist der Beste).","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zum Menschen einhält (1 ist der Hammer, 5 ist der Beste). ","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zum Menschen einhält (1 ist der Hammer, 5 ist der Beste). ","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zum Menschen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zum Menschen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zu Ihnen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zu Ihnen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zu Ihnen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zu Ihnen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zu Ihnen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt.","Bewerten Sie, wie gut der Roboter einen angemessenen Abstand zu Ihnen einhält (1 ist der Hammer, 5 ist der Beste). Das ist so, dass der Roboter Ihr Ziel verlässt."
05/08/2025 14.19.35,Italiano,,,,,,,,,,,,,,,,,,,Non voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,64e218df1a2b314bcf5c6269,4,5,3,3,3,3,4,5,5,3,4,5,4,4,3,,,,,,,,,,,,,,,,,,
05/08/2025 14.19.52,Italiano,,,,,,,,,,,,,,,,,,,Voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,60be9461f162e71cab759c78,4,6,5,3,3,5,5,5,5,3,4,4,4,4,5,,,,,,,,,,,,,,,,,,
05/08/2025 14.20.21,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,680d588c03ed48387a03c442,4,5,5,3,4,4,5,4,5,3,4,3,4,3,3
05/08/2025 14.20.31,Italiano,,,,,,,,,,,,,,,,,,,Voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,6097e36e99d6c893daf55676,4,6,5,4,3,3,4,5,5,1,2,2,3,4,4,,,,,,,,,,,,,,,,,,
05/08/2025 14.20.36,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,67aa368415b94ae3e4391b29,6,6,6,2,1,3,4,5,4,1,2,3,5,4,2
05/08/2025 14.21.12,Italiano,,,,,,,,,,,,,,,,,,,Voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,5a520774eedc3200014206b4,5,6,5,2,2,3,5,4,2,2,5,4,3,2,2,,,,,,,,,,,,,,,,,,
05/08/2025 14.22.54,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,664a70b48ff64eb6fa5d8b05,4,7,3,3,2,3,3,4,5,1,2,3,4,5,5
05/08/2025 14.24.26,Italiano,,,,,,,,,,,,,,,,,,,Voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,578b4394ad1a6c0001466a6d,4,7,5,3,2,3,5,4,4,1,2,3,3,4,4,,,,,,,,,,,,,,,,,,
05/08/2025 14.27.50,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,66d07c4598239f725fa002b6,4,4,4,1,1,2,3,5,5,1,3,5,4,3,3
05/08/2025 14.29.12,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,66c6f369443af2a09227ffc3,3,5,5,4,3,4,5,3,3,3,4,4,5,3,3
05/08/2025 14.29.31,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,663cdadebd57d114ba72b4e1,3,3,4,4,4,3,3,3,3,2,4,3,3,2,2
05/08/2025 14.29.55,English,I want to be informed of the results of this survey,I consent,67f95930e7b7de271e118c87,7,7,7,4,3,4,4,5,5,2,2,3,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2025 14.32.10,English,I want to be informed of the results of this survey,I consent,5ea824f580b9ef228f589930,4,5,4,4,3,4,2,4,4,3,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2025 14.35.24,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,67aa8150dff45fad8801d249,5,4,4,3,2,3,3,3,3,3,3,3,3,3,3
05/08/2025 14.44.41,Italiano,,,,,,,,,,,,,,,,,,,Non voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,60f0035abb0afb22cdb36884,2,7,6,3,2,4,5,4,4,3,4,5,4,2,2,,,,,,,,,,,,,,,,,,
06/08/2025 10.27.18,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,633b2bff8b720f0f0e41f0fc,1,3,1,2,3,2,5,5,4,2,3,4,5,5,5
06/08/2025 10.28.14,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,65e0bee6f886849136294ce0,5,6,5,4,4,4,5,5,5,4,5,3,2,2,1
06/08/2025 10.32.24,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,5b648251bd56550001bf31fd,4,5,5,3,3,4,4,4,4,4,4,4,4,3,3
06/08/2025 10.36.06,Italiano,,,,,,,,,,,,,,,,,,,Voglio essere informato sui risultati di questo sondaggio.,Acconsento a partecipare.,5f53ee2e1b73b474acb3adf8,3,6,6,4,3,3,4,4,3,3,3,4,4,4,4,,,,,,,,,,,,,,,,,,
06/08/2025 10.39.59,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,671fed50e69390f6b2370a67,5,6,5,3,3,4,5,4,3,3,5,2,2,1,1
06/08/2025 10.41.03,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,67a941204a47fd12fb801074,4,6,3,3,3,2,3,3,2,2,3,2,3,4,5
06/08/2025 11.09.28,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ich möchte nicht über die Ergebnisse dieser Umfrage informiert werden.,Ich bin mit der Teilnahme einverstanden.,67448b94aabb41a5a27f3bfa,4,4,4,3,3,3,4,4,3,2,2,3,4,4,2
