Head orientation ,Head orientation (optionals),Torso orientation ,Torso orientation (optional),Arms/Hands ,Arms/Hands (optionals),Facial affect ,Facial affect (optionals),Proxemics ,Proxemics (optionals),Paradigm,Unnamed: 3,Nationality
Neutral,"Away, Tracking",Neutral,Tracking,Back,,Neutral,,Comfortable,,F,,German
Tracking,,Neutral,Tracking,Back,,Neutral,Smile,Comfortable,,F,,German
Tracking,,Tracking,,Neutral/Side,,Frown,Neutral,Comfortable,,F,,German
Tracking,,Tracking,,Back,,Neutral,Frown,Comfortable,,F,,German
Neutral,Tracking,Neutral,,Back,,Neutral,"Smile, Raised brows",Comfortable,,F,,German
Neutral,Tracking,Neutral,,Neutral/Side,Crossed,Smile,,Comfortable,,F,,German
Tracking,,Tracking,,Crossed,,Neutral,,Comfortable,,F,,German
Tracking,,Neutral,,Crossed,,Neutral,,Comfortable,,F,,German
Tracking,Neutral,Neutral,Tracking,Crossed,,Smile,,Comfortable,,F,,German
Tracking,Neutral,Neutral,,Neutral/Side,Back,Neutral,Smile,Comfortable,,F,,German
Neutral,Tracking,Neutral,,Neutral/Side,"Self-touch, Back",Neutral,Frown,Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,,Neutral,Smile,Comfortable,,F,,German
Tracking,Away,Neutral,,Crossed,,Neutral,Smile,Comfortable,,F,,German
Tracking,,Tracking,,Neutral/Side,,Neutral,"Smile, Frown, Raised brows",Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,,Neutral,Smile,Comfortable,,F,,German
Tracking,,Neutral,,Back,"Fidgeting, Neutral/Side",Neutral,"Smile, Raised brows",Comfortable,,F,,German
Tracking,,Tracking,,Neutral/Side,,Smile,,Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,Self-touch,Smile,,Comfortable,,F,,German
Tracking,,Tracking,,Neutral/Side,,Smile,Neutral,Comfortable,,F,,German
Tracking,,Tracking,,Back,,Smile,,Comfortable,,F,,German
Tracking,Away,Neutral,,Back,,Neutral,,Comfortable,,F,,German
Tracking,,Neutral,,Back,,Neutral,Smile,Comfortable,,F,,German
Tracking,,Neutral,,Back,,Raised brows,"Smile, Frown",Comfortable,,F,,German
Tracking,Away,Neutral,,Neutral/Side,"Crossed, Self-touch",Smile,,Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,,Neutral,Smile,Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,,Neutral,,Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,Self-touch,Smile,,Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,Self-touch,Smile,"Neutral, Frown",Comfortable,,F,,German
Tracking,,Neutral,,Back,Self-touch,Neutral,"Frown, Raised brows",Comfortable,,F,,German
Tracking,,Tracking,,Neutral/Side,,Neutral,Smile,Comfortable,,F,,German
Away,Tracking,Neutral,,Neutral/Side,,Neutral,"Smile, Raised brows",Comfortable,,F,,German
Tracking,,Neutral,,Neutral/Side,,Neutral,,Comfortable,,F,,German
Tracking,,Neutral,,Back,,Neutral,,Comfortable,,F,,German
