Participant_ID,Culture_Closeness_Avg,Competence_Overall,Evaluation_Average
b1f78262-947f-4f64-b434-66eed804c0a2,0.0,0.0,0.0
93dcfeaa-e30b-40f7-96ec-602592ff2b0a,0.7777777777777778,0.9166666666666666,0.8472222222222222
d510493c-d0f3-4094-8d3b-07d71f8fae47,0.3333333333333333,0.875,0.6041666666666666
f31981fc-9011-4437-b2d0-b29e34f4d363,0.2777777777777777,0.6458333333333334,0.4618055555555555
a12345e3-86bb-407c-b37d-958545f2b64b,0.6111111111111112,0.625,0.6180555555555556
75ce6743-7ce3-44de-adfc-a86b0e097dcc,0.6666666666666666,0.75,0.7083333333333333
d1d8ea35-9127-46a9-aa2d-c37a16537f18,0.1111111111111111,0.5,0.3055555555555556
9fde0dbf-bef3-460e-90e5-7371e72bf61e,0.2777777777777777,0.5625,0.42013888888888884
d5f6e081-f5da-4662-8e94-5e78d8faf500,0.2222222222222222,0.6875,0.4548611111111111
ebc22b3f-a946-4b0b-928e-b0a6159b665c,0.1666666666666666,0.5625,0.3645833333333333
8c89daf6-0bff-464a-abbc-31ee4d8102aa,0.2777777777777777,0.9166666666666666,0.5972222222222221
d07625d6-1896-4f00-88a4-af8f3876f20d,0.4444444444444444,0.6458333333333334,0.5451388888888888
48058970-cb05-497a-afdc-417cd948375d,0.1666666666666666,0.2708333333333333,0.21874999999999994
f46c92aa-e6b6-420e-b3fa-5a2aad8d9fa2,0.9444444444444444,0.9166666666666666,0.9305555555555556
dd50c4cc-d31c-4500-80c4-6ed8678bdba9,0.1111111111111111,0.75,0.4305555555555556
446bf80b-692a-47a6-a394-89b1f3cdf89f,0.2777777777777777,0.8958333333333334,0.5868055555555556
4db961c3-1479-418f-a6bc-970fd0316cad,0.1111111111111111,0.9166666666666666,0.5138888888888888
b932fb2d-6574-4124-bd4c-03a0c3bf08fd,0.2222222222222222,0.6041666666666666,0.4131944444444444
65abbaa2-1adb-4ed5-9569-66bef39d147a,0.2222222222222222,0.5208333333333334,0.3715277777777778
73f9f44d-e3dd-4508-ac67-58fec77cb282,0.0555555555555555,0.8125,0.43402777777777773
9f0b2bd2-910e-4bda-b01b-cc2418f6d69c,0.6666666666666666,0.875,0.7708333333333333
8a9560ba-939a-4096-ab6b-3d829874c1ab,0.3333333333333333,0.9375,0.6354166666666666
6dae70e5-448b-415e-8971-daab8041bce0,0.0555555555555555,0.6041666666666666,0.32986111111111105
3c07aaba-0a94-471c-98aa-fde1b56da434,0.2222222222222222,0.6458333333333334,0.4340277777777778
268cc860-2c83-4306-ae13-fcf1dc95df3c,0.1666666666666666,0.5833333333333334,0.375
101da011-5202-484f-bbcb-37ef039a2d7b,0.3888888888888889,0.9583333333333334,0.6736111111111112
217bc211-db4a-48da-ba5d-2898104d8269,0.5,0.7083333333333334,0.6041666666666667
39ee18d4-e405-459a-a4af-a9a8e468b516,0.1111111111111111,0.8125,0.4618055555555556
703587b0-27fd-4a67-844b-5393d2523a08,0.2222222222222222,0.5625,0.3923611111111111
48fb29b4-5b1d-421c-baca-aad711d9b983,0.6666666666666666,0.6458333333333334,0.65625
5cb39904-13e1-4aae-ab46-cd8c25ee4617,0.3333333333333333,0.7916666666666666,0.5625
c518959a-629d-41c5-9c57-13d23114062a,0.8888888888888888,0.8125,0.8506944444444444
9f036f54-e4ba-4892-b7bd-84bbe146f227,0.1666666666666666,0.6875,0.4270833333333333
62497dd0-50a5-43ef-9f91-d7d46434bd8f,0.1111111111111111,0.3125,0.21180555555555555
47297d3c-5468-40a0-aa44-6323d590253c,0.9444444444444444,0.9583333333333334,0.9513888888888888
306ce31e-7894-4635-86a2-db5a2e2aee61,0.1666666666666666,0.4791666666666667,0.32291666666666663
872acdf7-1623-4b13-a37d-e25032e12d76,0.0555555555555555,0.4375,0.24652777777777773
d2a2b9b5-3bf3-4aee-a475-6848e7c033c1,0.2222222222222222,0.625,0.4236111111111111
0da15b0e-6af5-46b5-97d9-8897e64ad864x,0.5,0.6041666666666666,0.5520833333333333
38f76f66-888f-46ad-8272-4a7e2d198c2a,0.4444444444444444,0.75,0.5972222222222222
94db124e-abb4-45d7-aeb5-1f0f4ce6514f,0.8333333333333334,0.8541666666666666,0.84375
14f09597-b462-4377-bc8c-ee9f84738755,0.3333333333333333,0.5208333333333334,0.42708333333333337
f7cb8760-aa5b-491a-bbb2-c61c0d1fe54b,0.1666666666666666,0.3333333333333333,0.24999999999999994
6df4a0d4-25f8-469c-b4e0-03d254d49444,0.3888888888888889,0.5625,0.4756944444444444
9176c65d-d05f-4ee5-bc6c-e4c10e31ce58,0.3333333333333333,0.7291666666666666,0.53125
bace0f65-c427-49a3-b91f-82b51bd6547c,0.1666666666666666,0.4791666666666667,0.32291666666666663
14d250d1-b72e-404d-8fd4-894c0d375599,0.1666666666666666,0.4375,0.3020833333333333
7136f1af-5dd3-4449-8119-25485f011a03,0.1666666666666666,0.3541666666666667,0.26041666666666663
d02ae4e0-ac06-4732-9f34-1a4c90ae176d,0.1111111111111111,0.5833333333333334,0.3472222222222222
c00fe3d7-4292-400b-bf1b-8aaf25d10b19,0.3333333333333333,0.8541666666666666,0.59375
b2c312b6-1a91-468d-ae87-0e2da33c9c14,0.4444444444444444,0.6875,0.5659722222222222
7719d904-e3b3-4a09-8390-2c4d8b90742d,0.2222222222222222,0.7291666666666666,0.4756944444444444
c30ad8f9-b019-40fb-8b64-21d806e4017e,0.3888888888888889,0.7708333333333334,0.5798611111111112
f10b68c7-a5cb-40ed-bba7-c35be2a822ba,0.1111111111111111,0.5625,0.3368055555555556
a94aa824-023e-4ea5-b19d-759d1e0c89d0,0.0555555555555555,0.3958333333333333,0.22569444444444442
e81a5e00-04a4-4a7d-99cb-8db952ea7448,0.1666666666666666,0.6458333333333334,0.40625
e477d8c2-4e46-4431-a43b-858494c9f174,0.1666666666666666,0.625,0.3958333333333333
bb018895-d280-41cd-a29d-0c49e1b38a25,0.6666666666666666,0.8958333333333334,0.78125
