,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
I see myself as someone who  [... tends to find fault with others],-0.02507624019851687,-0.055616320076954925,0.0008810398289946953,-0.05803627026456746,-0.057407628778672476,-0.2134202882813704,0.11149732146688557,0.052277330217393336,0.03759086191838132,0.16574676173087285,1.0,-0.009949369379795854,0.08598341418434452,0.00788783663754144,-0.05378157965909939,-0.0929617374056325,-0.043945973753952726,-0.11356739515807335,-0.12446304184273645,-0.17983556105541035,-0.150702404420578,-0.10289804059789419,0.09995097402770897,-0.002278350981339316,0.0046739885648303696,0.20432574937512776,0.059508141529428654,-0.09929128869606485,-0.046672774604318366,0.12928017725672988,-0.7465361171195939,-0.08754752409811639,0.02117825505964552,-0.024563218033265298,0.017903384747255915,-0.033236247566525386,0.019999472243112503,0.06856654663155032,-0.1236516209245191,0.0756424954321754,0.124816053032144,-0.06666791720160116,0.1134303138500981,-0.17271843788943614,0.021692823057525137,0.0237643576684799
I see myself as someone who  [... does a thorough job],-0.12346876584633111,-0.004863414836403514,-0.08888039762623859,0.012051881340879613,-0.0551516734538425,0.08242395365732383,-0.3160739059061687,0.0036808950080047297,0.1090032687973876,0.06197375413930692,-0.009949369379795854,1.0,0.07973981079796924,0.05702002443355026,0.038158335986910485,0.253112725888406,0.1865734138643636,0.17339702010391067,0.03748855153542069,0.037702782996149396,0.015250116730248718,0.01167154418662597,0.1423446514423687,0.07911418759969958,0.07548969637831397,0.10879990542536813,0.031776510572420154,0.001940772309482743,-0.02993783483944538,0.06836293691712032,0.06211510326008012,0.7094446423913897,0.044595615635396685,-0.05299739822611119,0.11765710761791977,-0.09009750084562634,-0.028882384701580496,0.18665719364553907,0.27280487841846535,0.20032849765819383,0.2888592547488801,0.1896795860827235,0.2284205624914259,0.14293813542734043,0.02753243147481268,0.23538030670259366
I see myself as someone who  [... get nervous easily],-0.2501933845951472,-0.1396789863823693,0.1644238270472702,-0.05007665985500476,0.31473657774609975,0.17577421655069014,0.17860839853962965,-0.5332469705551245,0.07925505737943693,-0.12433181149295632,0.08598341418434452,0.07973981079796924,1.0,-0.04440279202309218,-0.05213778564589522,-0.12237719318163362,0.018635323398521895,-0.15560670117951442,-0.13148767274756124,0.0564644109857697,-0.03208118747445963,0.03346133344730516,0.036164254512690126,0.039998049292044986,0.11678692936695008,-0.11247121105448354,0.020312966611171143,-0.059530780877925175,-0.021668769209553136,-0.2584673924051209,0.06801619522386787,-0.09482946031924891,0.8820125861816148,-0.08437001455471839,0.03785397969699315,0.03805341095962254,0.06392396462401605,0.01950996402344057,-0.048120981042780196,-0.08939963347855093,-0.05074893935963572,-0.07082926569440016,5.771477422305106e-18,-0.02146415653869173,0.04641058878304164,-0.045944928827038066
I see myself as someone who  [... has active imagination],-0.0762555632775947,-0.1473888694340882,-0.010402819743836247,-0.0001398774113302678,0.14540810990711328,-0.030753456900909963,-0.051885672331153085,-0.056114648441868684,-0.15796299704486144,-0.06083089564558365,0.00788783663754144,0.05702002443355026,-0.04440279202309218,1.0,-0.12391000588914577,-0.07886496531936826,-0.2295347069990813,-0.029103744286111836,-0.23028263273873364,-0.1266981853663262,-0.2513765865245052,-0.17223519320335126,-0.03425146770704919,-0.007830477493128676,-0.010607765040958273,-0.024177904812258354,-0.06491000043145968,0.0407338838669821,-0.06972257152377584,-0.12135779657187962,-0.025686282737475096,0.06560755206500286,0.005282975736650384,0.6547526468588168,-0.023950200307544037,-0.21210824780677595,-0.21189073221810698,0.03886379781682331,-0.1303705523171482,-0.13905070542009526,-0.1860455255290909,-0.061827507702855236,-0.04527282114096813,-0.1455591642949115,-0.1461982407860773,-0.14804042000311324
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]",-0.07898613509542261,-0.2024195222335502,-0.10754269927747906,-0.22964587649245094,0.06118345138732451,0.02703018381736945,-0.11229254509130206,0.03587300973899058,0.02149037223965109,-0.009082398330025589,-0.05378157965909939,0.038158335986910485,-0.05213778564589522,-0.12391000588914577,1.0,0.5351823285433872,0.5428371075390137,0.26238544074444364,0.2704020573609467,0.34590644863444375,0.5468834209946906,0.4566236262704554,-0.2223488989822605,0.35353127141003826,-0.2571762849096988,0.25249776919840605,0.2094670838478021,-0.06787973521166185,-0.217215659537759,-0.041583390779140944,0.05074142824923015,0.101527671769165,-0.05048181073004768,-0.08259791359996531,-0.14578344289134307,0.1369914902173182,0.09964770221334147,0.1460317430948832,0.068785634653883,0.11131805891387779,0.19483519279772946,-0.006323147051866234,0.12617713571750955,0.09914068483386362,0.14707319020586176,0.13671020971557654
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]",-0.09724439266896269,-0.26878668111448384,-0.08297711309843629,-0.2661450126781586,-0.023677481522666924,0.16737892536111995,-0.20277087136833913,-0.05613380249340267,0.05044194728519418,-0.06573080163938468,-0.0929617374056325,0.253112725888406,-0.12237719318163362,-0.07886496531936826,0.5351823285433872,1.0,0.5949531936850588,0.36630908526977385,0.4010697742414913,0.21724869210727932,0.4053408769020092,0.41294793349764664,-0.1738976552558659,0.37981802236308754,-0.17314035982168888,0.27358225547203346,0.21162174325945432,-0.1240342039666226,-0.2518570563169853,-0.023661586062877115,0.16987861280898198,0.2707672631281238,-0.04031961885270981,-0.08071218296076181,-0.10585526880434026,-0.06585857429777982,-0.031600013993575184,0.10946252144646229,0.03483708029058308,-0.03471994359981353,0.033640386913635564,0.0014934959393315703,0.04230878272561166,0.012991564230820698,0.005610744708918901,0.012341714833115087
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]",-0.09146015218304361,-0.2541410662068972,-0.1356884848964027,-0.24556840415083017,0.04227903465705748,0.11925451478805275,-0.09706272383242702,-0.12720668079933797,0.06078552220781827,-0.04471739585677935,-0.043945973753952726,0.1865734138643636,0.018635323398521895,-0.2295347069990813,0.5428371075390137,0.5949531936850588,1.0,0.31356168293365677,0.4934614301505109,0.3102235571770284,0.344903880807613,0.4828948037281839,-0.27243216720777325,0.33055993149023577,-0.3598060537113559,0.27507082319795206,0.21552100997376583,-0.2698294911805088,-0.2566547320270535,-0.05080417589954097,0.10763642221482446,0.16065970170040778,0.08175932547723669,-0.16906314122015262,-0.2752326749103066,0.044480657192510105,0.14034807191726964,0.119288789863979,0.1723202682350641,0.04957017630657467,0.13258222739990083,0.1778273874053954,0.10089246525006669,0.16806462467339603,0.1168447923299608,0.15152513951899774
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]",0.2542294817281807,0.06084395035377462,0.03133190812652451,-0.10776150760437986,-0.007020117551448556,-0.20433973050690102,0.12415456807186398,0.07946820784415196,-0.14769605111644107,-0.04172757085685126,-0.11356739515807335,0.17339702010391067,-0.15560670117951442,-0.029103744286111836,0.26238544074444364,0.36630908526977385,0.31356168293365677,1.0,0.41674911155361444,0.37567508357805096,0.2989203447815434,0.28048110256846626,-0.06307831085159171,0.2364531934670952,-0.0037556150686307594,0.24708442662615354,0.17287974391120373,0.05222753130768294,-0.0024930381325151255,-0.019782903729503514,-0.07088713375769426,-0.009924283690581829,-0.135292672740366,0.09751773054048822,0.05394383679760819,-0.061642025796749766,-0.15229420219323328,0.06631311022463549,0.15737101962309463,0.22373817800710089,0.20391312193791128,0.2141579194135921,0.04986665775661515,0.15474778519709714,-0.05548975318333415,0.18012361661411908
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]",0.07247806809056456,-0.08897105545927286,-0.03102680982982506,-0.11854586608530969,-0.0146108709281047,0.1303055673012871,-0.024697799324774953,0.16881000646521932,0.015132781163125702,-0.039994058035047915,-0.12446304184273645,0.03748855153542069,-0.13148767274756124,-0.23028263273873364,0.2704020573609467,0.4010697742414913,0.4934614301505109,0.41674911155361444,1.0,0.29989062494083296,0.22677392176086106,0.29161823996610414,-0.10952643685196467,0.221757377240319,-0.15362087662031262,0.16706756987602536,0.18925841967631918,0.13689200917866862,-0.09627605759741331,-0.014275533145594524,0.16356858228160961,0.0361405835543767,-0.17094974941858931,-0.13451736469012854,0.0004175289765139026,0.15294241754602791,0.12125030915427623,0.12275832153627138,0.13037324037345177,0.05357490159828685,0.05083937805567401,0.18355424463076697,0.12423736071084354,0.16376953267894015,0.15227919935117856,0.14334522984571033
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]",0.13948537670979705,0.15553614325635304,0.19038433293206075,0.03428825169529047,0.1136407080121339,-0.02364379394147283,0.1263450752384035,-0.08485638594007797,0.06844057119629257,-0.03627060450941044,-0.17983556105541035,0.037702782996149396,0.0564644109857697,-0.1266981853663262,0.34590644863444375,0.21724869210727932,0.3102235571770284,0.37567508357805096,0.29989062494083296,1.0,0.5037236178712728,0.5045362819012447,-0.016103003138555075,0.24694102624072825,0.09398279249618474,0.42391269020373445,0.4243590198538379,-0.034633846503761556,0.1519165327316282,-0.08837425579200996,0.09201294860972312,-0.07595892581259613,0.08029805461241345,-0.12002454579899645,0.10269552564226757,0.0192152563081796,0.0036749114460961517,0.1154705248700735,0.11124927509669827,0.19351906175851982,0.20930703201226974,0.13572994995732482,0.004880281272223814,0.12369777761154595,0.053785270895567616,0.15649660557992087
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]",0.07275416700158113,0.04399852848007278,0.047180765215568424,-0.027879445584783533,0.10121289178274122,0.14606963896564545,0.07270745359495373,0.07694227978409059,0.20807558210621166,0.014235673959094834,-0.150702404420578,0.015250116730248718,-0.03208118747445963,-0.2513765865245052,0.5468834209946906,0.4053408769020092,0.344903880807613,0.2989203447815434,0.22677392176086106,0.5037236178712728,1.0,0.7599571667174857,-0.32315026156587484,0.35453034673871997,-0.146759918680462,0.35308577862966456,0.36732829703695213,-0.036847487698632074,0.026212430258770094,-0.051991081650150144,0.19007930065004605,-0.04677176135885686,-0.061626015885833905,-0.2934668817451429,-0.1306063815272779,0.05094359609305801,-0.016684423705963035,-0.066229700793722,0.1253417296569203,0.15677200261134958,0.1460388766040493,0.05327979262450072,-0.04781227852297486,0.09103313551527652,-0.012772185830209073,0.08905008842173193
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]",0.04745737952335434,0.0713019132498421,0.17161502072099177,0.07443571394828948,-0.05382461114112744,0.16715608806767557,0.15864590835436768,-0.040630729480891324,0.16693862229731407,0.0950849387854751,-0.10289804059789419,0.01167154418662597,0.03346133344730516,-0.17223519320335126,0.4566236262704554,0.41294793349764664,0.4828948037281839,0.28048110256846626,0.29161823996610414,0.5045362819012447,0.7599571667174857,1.0,-0.41161206710239845,0.3809705259733649,-0.29502791887232765,0.12347835800613789,0.2816652974446254,-0.09813948062638707,0.12274198409685769,0.0865832735273314,0.17570045180925964,-0.1123091447034777,0.04220670595262112,-0.2197296655282299,-0.2588183364988031,0.16895336526403662,0.15057269628179912,0.14455799844366926,0.1718508246084296,0.17052260001095082,0.0635873099465938,0.27783705203199427,0.06989241493523204,0.19414806957225306,0.1780327055503935,0.19190466883335358
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]",0.2690196905866148,-0.0180685771877515,0.11351874384689437,-0.008102679258497466,0.025198105874339412,-0.07696468757876805,-0.16697080233582,-0.008063952950930754,-0.04571749018326108,-0.11230706538315942,0.09995097402770897,0.1423446514423687,0.036164254512690126,-0.03425146770704919,-0.2223488989822605,-0.1738976552558659,-0.27243216720777325,-0.06307831085159171,-0.10952643685196467,-0.016103003138555075,-0.32315026156587484,-0.41161206710239845,1.0,0.10757942577320745,0.7083208817319916,0.19958748666979306,0.22140742033069333,0.24828243993698476,0.030164029864164086,-0.07945411812040909,-0.11250515004121141,0.1915972156679464,0.025647145173797736,0.016709830792270015,0.8483987247235417,-0.1300719356976266,-0.0891245662826213,-0.010526148437732674,0.06461347891609658,-0.09473710276981455,-0.011371472212230851,-0.13951948359573577,0.037251688304639846,-0.011741494657806894,-0.08755247895605395,-0.06058640922200012
