,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
I see myself as someone who  [... tends to find fault with others],-0.02507624019851687,-0.055616320076954925,0.0008810398289946953,-0.05803627026456746,-0.057407628778672476,-0.2134202882813704,0.11149732146688557,0.052277330217393336,0.03759086191838132,0.16574676173087285,1.0,-0.009949369379795854,0.08598341418434452,0.00788783663754144,-0.05378157965909939,-0.0929617374056325,-0.043945973753952726,-0.11356739515807335,-0.12446304184273645,-0.17983556105541035,-0.150702404420578,-0.10289804059789419,0.09995097402770897,-0.002278350981339316,0.0046739885648303696,0.20432574937512776,0.059508141529428654,-0.09929128869606485,-0.046672774604318366,0.12928017725672988,-0.7465361171195939,-0.08754752409811639,0.02117825505964552,-0.024563218033265298,0.017903384747255915,-0.005292454222052791,0.028758430389488727,0.12602857735562983,0.029795261843298063,0.012168089932830086,0.009308808196416437,-0.14181249337324103,-0.00401840537032039,-0.09202053617104992,0.05736342485375429,-0.035675899528462035
I see myself as someone who  [... does a thorough job],-0.12346876584633111,-0.004863414836403514,-0.08888039762623859,0.012051881340879613,-0.0551516734538425,0.08242395365732383,-0.3160739059061687,0.0036808950080047297,0.1090032687973876,0.06197375413930692,-0.009949369379795854,1.0,0.07973981079796924,0.05702002443355026,0.038158335986910485,0.253112725888406,0.1865734138643636,0.17339702010391067,0.03748855153542069,0.037702782996149396,0.015250116730248718,0.01167154418662597,0.1423446514423687,0.07911418759969958,0.07548969637831397,0.10879990542536813,0.031776510572420154,0.001940772309482743,-0.02993783483944538,0.06836293691712032,0.06211510326008012,0.7094446423913897,0.044595615635396685,-0.05299739822611119,0.11765710761791977,-0.03563074608877873,-0.012052360942794426,0.07172978876079752,0.03238228453276388,-0.024677127783145132,0.010026210758783008,0.12921956722091493,0.12008429299786635,0.06220758015762903,0.010252875649584946,0.06267228746361087
I see myself as someone who  [... get nervous easily],-0.2501933845951472,-0.1396789863823693,0.1644238270472702,-0.05007665985500476,0.31473657774609975,0.17577421655069014,0.17860839853962965,-0.5332469705551245,0.07925505737943693,-0.12433181149295632,0.08598341418434452,0.07973981079796924,1.0,-0.04440279202309218,-0.05213778564589522,-0.12237719318163362,0.018635323398521895,-0.15560670117951442,-0.13148767274756124,0.0564644109857697,-0.03208118747445963,0.03346133344730516,0.036164254512690126,0.039998049292044986,0.11678692936695008,-0.11247121105448354,0.020312966611171143,-0.059530780877925175,-0.021668769209553136,-0.2584673924051209,0.06801619522386787,-0.09482946031924891,0.8820125861816148,-0.08437001455471839,0.03785397969699315,0.08436725885808623,0.08975879245888473,0.05684340074357916,0.07483004930046831,-0.037028983835195886,-0.06461412085545815,-0.03247327532230705,0.07629695084150706,0.019823403846154664,0.08588597454056525,0.0033519204789062454
I see myself as someone who  [... has active imagination],-0.0762555632775947,-0.1473888694340882,-0.010402819743836247,-0.0001398774113302678,0.14540810990711328,-0.030753456900909963,-0.051885672331153085,-0.056114648441868684,-0.15796299704486144,-0.06083089564558365,0.00788783663754144,0.05702002443355026,-0.04440279202309218,1.0,-0.12391000588914577,-0.07886496531936826,-0.2295347069990813,-0.029103744286111836,-0.23028263273873364,-0.1266981853663262,-0.2513765865245052,-0.17223519320335126,-0.03425146770704919,-0.007830477493128676,-0.010607765040958273,-0.024177904812258354,-0.06491000043145968,0.0407338838669821,-0.06972257152377584,-0.12135779657187962,-0.025686282737475096,0.06560755206500286,0.005282975736650384,0.6547526468588168,-0.023950200307544037,-0.1829347811664708,-0.03983300590886372,-0.08129470252937991,-0.12403504725374218,-0.22887713475751933,-0.158290401714885,-0.08046198598425466,-0.16417127131976067,-0.17052124887933773,-0.11227429427620947,-0.1890398064094731
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]",-0.07898613509542261,-0.2024195222335502,-0.10754269927747906,-0.22964587649245094,0.06118345138732451,0.02703018381736945,-0.11229254509130206,0.03587300973899058,0.02149037223965109,-0.009082398330025589,-0.05378157965909939,0.038158335986910485,-0.05213778564589522,-0.12391000588914577,1.0,0.5351823285433872,0.5428371075390137,0.26238544074444364,0.2704020573609467,0.34590644863444375,0.5468834209946906,0.4566236262704554,-0.2223488989822605,0.35353127141003826,-0.2571762849096988,0.25249776919840605,0.2094670838478021,-0.06787973521166185,-0.217215659537759,-0.041583390779140944,0.05074142824923015,0.101527671769165,-0.05048181073004768,-0.08259791359996531,-0.14578344289134307,0.20831623624208656,0.13138824713412436,0.24958270979542505,0.13612520479991277,0.26231370078408706,0.29100022771118517,0.1458182048726184,0.18451958109975977,0.14005273548022423,0.22044142693947344,0.25490151814435974
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]",-0.09724439266896269,-0.26878668111448384,-0.08297711309843629,-0.2661450126781586,-0.023677481522666924,0.16737892536111995,-0.20277087136833913,-0.05613380249340267,0.05044194728519418,-0.06573080163938468,-0.0929617374056325,0.253112725888406,-0.12237719318163362,-0.07886496531936826,0.5351823285433872,1.0,0.5949531936850588,0.36630908526977385,0.4010697742414913,0.21724869210727932,0.4053408769020092,0.41294793349764664,-0.1738976552558659,0.37981802236308754,-0.17314035982168888,0.27358225547203346,0.21162174325945432,-0.1240342039666226,-0.2518570563169853,-0.023661586062877115,0.16987861280898198,0.2707672631281238,-0.04031961885270981,-0.08071218296076181,-0.10585526880434026,0.03340702755759338,0.01910236185963476,0.17331178702703617,0.07926792250681103,0.2872468610693368,0.1224286099484004,0.18150298094053854,0.03497292265825188,0.12318036425237865,0.08595051149952351,0.1732913913018397
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]",-0.09146015218304361,-0.2541410662068972,-0.1356884848964027,-0.24556840415083017,0.04227903465705748,0.11925451478805275,-0.09706272383242702,-0.12720668079933797,0.06078552220781827,-0.04471739585677935,-0.043945973753952726,0.1865734138643636,0.018635323398521895,-0.2295347069990813,0.5428371075390137,0.5949531936850588,1.0,0.31356168293365677,0.4934614301505109,0.3102235571770284,0.344903880807613,0.4828948037281839,-0.27243216720777325,0.33055993149023577,-0.3598060537113559,0.27507082319795206,0.21552100997376583,-0.2698294911805088,-0.2566547320270535,-0.05080417589954097,0.10763642221482446,0.16065970170040778,0.08175932547723669,-0.16906314122015262,-0.2752326749103066,0.23503774975903557,0.14081142483022052,0.2657771546224299,0.25172043711237446,0.2608200360110538,0.27934988618381196,0.3778627715694235,0.18588238696261922,0.33509683772421617,0.23985098188019718,0.34389230222391654
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]",0.2542294817281807,0.06084395035377462,0.03133190812652451,-0.10776150760437986,-0.007020117551448556,-0.20433973050690102,0.12415456807186398,0.07946820784415196,-0.14769605111644107,-0.04172757085685126,-0.11356739515807335,0.17339702010391067,-0.15560670117951442,-0.029103744286111836,0.26238544074444364,0.36630908526977385,0.31356168293365677,1.0,0.41674911155361444,0.37567508357805096,0.2989203447815434,0.28048110256846626,-0.06307831085159171,0.2364531934670952,-0.0037556150686307594,0.24708442662615354,0.17287974391120373,0.05222753130768294,-0.0024930381325151255,-0.019782903729503514,-0.07088713375769426,-0.009924283690581829,-0.135292672740366,0.09751773054048822,0.05394383679760819,-0.17622747559872956,-0.02801970876625667,0.09264173370272526,0.008903497074532508,-0.012217101555362434,0.036447696926900995,-1.881965909120774e-17,-0.09164166745747462,0.06327923737314627,-0.03845101422591055,-0.005195208843961943
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]",0.07247806809056456,-0.08897105545927286,-0.03102680982982506,-0.11854586608530969,-0.0146108709281047,0.1303055673012871,-0.024697799324774953,0.16881000646521932,0.015132781163125702,-0.039994058035047915,-0.12446304184273645,0.03748855153542069,-0.13148767274756124,-0.23028263273873364,0.2704020573609467,0.4010697742414913,0.4934614301505109,0.41674911155361444,1.0,0.29989062494083296,0.22677392176086106,0.29161823996610414,-0.10952643685196467,0.221757377240319,-0.15362087662031262,0.16706756987602536,0.18925841967631918,0.13689200917866862,-0.09627605759741331,-0.014275533145594524,0.16356858228160961,0.0361405835543767,-0.17094974941858931,-0.13451736469012854,0.0004175289765139026,0.061744674109391266,0.10415561256713386,0.04241002618762904,0.0747131417485697,0.026937329093894506,-0.0667322905011485,0.2119203337433824,-0.0482406404631412,0.24523853790614372,0.07752901944358619,0.08757884352076291
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]",0.13948537670979705,0.15553614325635304,0.19038433293206075,0.03428825169529047,0.1136407080121339,-0.02364379394147283,0.1263450752384035,-0.08485638594007797,0.06844057119629257,-0.03627060450941044,-0.17983556105541035,0.037702782996149396,0.0564644109857697,-0.1266981853663262,0.34590644863444375,0.21724869210727932,0.3102235571770284,0.37567508357805096,0.29989062494083296,1.0,0.5037236178712728,0.5045362819012447,-0.016103003138555075,0.24694102624072825,0.09398279249618474,0.42391269020373445,0.4243590198538379,-0.034633846503761556,0.1519165327316282,-0.08837425579200996,0.09201294860972312,-0.07595892581259613,0.08029805461241345,-0.12002454579899645,0.10269552564226757,0.1317186642154574,0.11576539069523455,0.0686005018945113,0.015920692760997304,0.11166255290087738,0.04342994683723528,0.13817899204470827,0.014119336688747965,0.13077565964446938,0.11723152153781399,0.11082892041910769
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]",0.07275416700158113,0.04399852848007278,0.047180765215568424,-0.027879445584783533,0.10121289178274122,0.14606963896564545,0.07270745359495373,0.07694227978409059,0.20807558210621166,0.014235673959094834,-0.150702404420578,0.015250116730248718,-0.03208118747445963,-0.2513765865245052,0.5468834209946906,0.4053408769020092,0.344903880807613,0.2989203447815434,0.22677392176086106,0.5037236178712728,1.0,0.7599571667174857,-0.32315026156587484,0.35453034673871997,-0.146759918680462,0.35308577862966456,0.36732829703695213,-0.036847487698632074,0.026212430258770094,-0.051991081650150144,0.19007930065004605,-0.04677176135885686,-0.061626015885833905,-0.2934668817451429,-0.1306063815272779,0.10756367956919928,0.0993312348035157,0.04097611190545948,0.0187833612236739,0.16540412200382376,0.07351509544077245,0.09749515470815598,0.10560633150137579,0.09804453156450013,0.0917295123734481,0.12871121785883308
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]",0.04745737952335434,0.0713019132498421,0.17161502072099177,0.07443571394828948,-0.05382461114112744,0.16715608806767557,0.15864590835436768,-0.040630729480891324,0.16693862229731407,0.0950849387854751,-0.10289804059789419,0.01167154418662597,0.03346133344730516,-0.17223519320335126,0.4566236262704554,0.41294793349764664,0.4828948037281839,0.28048110256846626,0.29161823996610414,0.5045362819012447,0.7599571667174857,1.0,-0.41161206710239845,0.3809705259733649,-0.29502791887232765,0.12347835800613789,0.2816652974446254,-0.09813948062638707,0.12274198409685769,0.0865832735273314,0.17570045180925964,-0.1123091447034777,0.04220670595262112,-0.2197296655282299,-0.2588183364988031,0.18964284687378657,0.19698436454510673,0.24178972279146574,0.1905482571969348,0.25038098820372645,0.12273743905601682,0.2968373002070882,0.2154139929698653,0.29145358306993185,0.2351845243028568,0.2845026618531881
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]",0.2690196905866148,-0.0180685771877515,0.11351874384689437,-0.008102679258497466,0.025198105874339412,-0.07696468757876805,-0.16697080233582,-0.008063952950930754,-0.04571749018326108,-0.11230706538315942,0.09995097402770897,0.1423446514423687,0.036164254512690126,-0.03425146770704919,-0.2223488989822605,-0.1738976552558659,-0.27243216720777325,-0.06307831085159171,-0.10952643685196467,-0.016103003138555075,-0.32315026156587484,-0.41161206710239845,1.0,0.10757942577320745,0.7083208817319916,0.19958748666979306,0.22140742033069333,0.24828243993698476,0.030164029864164086,-0.07945411812040909,-0.11250515004121141,0.1915972156679464,0.025647145173797736,0.016709830792270015,0.8483987247235417,-0.027898680486318016,-0.04329837561214869,-0.018395150376285616,-0.08554046960380968,-0.036771375388749555,-0.05528271918248008,-0.22007878822114302,-0.09344109238218759,-0.06665356754272415,-0.03333008208013469,-0.10395638189643802
