,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]",0.25213610972621286,0.1187308707911975,-0.1320658088955201,-0.00484395467402347,0.005310341729361524,0.14287281296048263,0.04652555326810977,-0.2420879124967811,-0.16216600817572796,-0.27535372184001344,-0.08072575796600132,-0.05411142191041107,-0.04825000370670621,0.10610940113075346,0.18613513711157337,0.16763115456959068,0.44576828090206533,0.1815798543595346,1.0,0.5031200744362815,0.4479029289698975,0.09165010872755783,0.1959148867030535,0.20110407911706515,0.5846609994357821,0.4084311343132136,-0.008980694296507125,0.1163357283168033,-0.08180037176052997,0.15531392806471336,-0.14607237854188468,-0.05720208270218841,0.13127015764888533,0.19842384791947157,-0.0527514988411971,-0.008465820606037075,-0.009523485601236692,-0.04012994397614511,-0.10233353230135761,-0.1992313858378075,0.03938844852750347,-0.08676296412370703,-0.03263152720298721,-0.02600369293068795,-0.08957545159998845
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]",0.09213316671081735,0.08915108166738092,-0.08894600837060246,0.047388573482569495,0.1323919051574062,-0.014238332018252068,0.1262704908110737,0.11165938337815288,-1.1869636259718454e-17,-0.09629083542170927,-0.024679463699765643,-0.20112412748033556,-0.1560749079347778,0.5672660509959982,0.546603797342947,0.34607710094531535,0.21867156295411147,0.06981111106074568,0.5031200744362815,1.0,0.7827521902861689,-0.22550980381339705,0.5871290447023406,-0.2100902925755561,0.5733081820719961,0.2407045597308279,-0.17193801852918814,0.040682451626808405,-0.03244280358357992,0.1547818111102747,-0.0003629746131911036,-0.18653664081715132,-0.15839530811928823,-0.14173295550894963,0.09750625838713874,0.137399576180211,0.03944637622786623,0.08339890179813629,0.19197342301948617,0.07134383206139921,0.25535336879117776,0.25386402981036144,0.15309565841011913,0.10236267933727526,0.21739728162409774
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]",0.222280793499659,0.18718478702627947,0.16805475175348525,-0.1769059207868503,0.20997888165825207,0.11645704208407189,0.12520113868302715,0.035794677176069274,-0.07633675404193244,-0.0531316412561832,-0.006927121575419308,-0.14652288297349542,-0.17720737748155246,0.4166153108841577,0.4416661865248867,0.42496516183911387,0.1530839545280196,0.21412257475933516,0.4479029289698975,0.7827521902861689,1.0,-0.29708322919662816,0.4965264266089971,-0.27094106711113586,0.24169464012188802,0.022971022448509737,-0.24660425734162578,0.2389836178997098,0.08104485988445813,0.1907947345457162,-0.09222271175921809,-0.15445545796879928,-0.12055709492214564,-0.25462810956941545,0.14485232172361628,0.2460820216596646,0.2706617814874166,0.23140807246962083,0.16422975937785647,-0.0017007573401187945,0.39833127317676165,0.293248079606759,0.29987517517011286,0.2491641829137386,0.2910628392019657
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]",-0.19011139137581454,-0.1319698936772092,-0.16432446676863657,0.21580082087334673,0.06958194658468358,-0.26090841101608686,-0.15931639068405207,-0.022774069123403493,-0.024284316138063984,-0.003900527308924875,0.33363443905438844,0.22400015448066785,-0.0642761773334126,-0.2775190722346987,-0.30260326853811775,-0.2040608234224241,-0.13407068270320785,-0.20869847711582445,0.09165010872755783,-0.22550980381339705,-0.29708322919662816,1.0,-0.10750096596039987,0.6931707103028576,0.11779080260108184,0.3845067237693165,0.23901089589994237,-0.2037971657238731,-0.16048609976762376,0.05569731388060761,0.3516537637376971,0.21819496666090973,-0.020428559877706108,0.8387911143612199,-0.2060458856665463,-0.32708062496999,-0.255189820516816,-0.20981768967062053,-0.2570529387332561,-0.20018718234455732,-0.29059497865825057,-0.14671626605147345,-0.2289897448942005,-0.2960158146652873,-0.29431917805008856
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]",-0.187959782276263,-0.17614301599265628,-0.43399496925736997,-0.12521213650778915,0.36479400679813023,-0.26680085145383103,-0.13838669185262387,0.19122789584901564,-0.049219424565051025,-0.18973402443361861,0.12416535901679385,-0.03459579359129642,-0.21356538318033202,0.47891719106538627,0.644006918143116,0.5376673208513016,0.1466566047461874,0.274160080240244,0.1959148867030535,0.5871290447023406,0.4965264266089971,-0.10750096596039987,1.0,-0.09576591975620902,0.4276450151772377,0.24089588606407417,-0.06890099765692169,-0.321537827517866,0.05988781714113146,0.3849744780689582,0.2606560738049286,0.05738957488984559,-0.24178713523588882,0.0133542672319058,0.26551150216168906,0.28521262498852634,0.16186787378865888,0.37327069486942727,0.40181809671775687,0.2982731088640615,0.49652642660899743,0.3523615980207797,0.3978688712942484,0.26605857926787,0.4674701238288939
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",-0.23095566076928994,-0.004453411610614611,-0.39242055136216253,0.15806965571183174,0.03850865874685182,-0.043623640367744465,-0.3677510887586157,0.06752050479401986,-7.07328373294695e-17,-0.03777662803043022,0.11890809808103159,0.3389867766578632,0.06706251923967212,-0.3548734127412361,-0.225650918486407,-0.30272359041435026,-0.04419180592817517,-0.20519923418601696,0.20110407911706515,-0.2100902925755561,-0.27094106711113586,0.6931707103028576,-0.09576591975620902,1.0,0.22915049552179617,0.34167677062686463,0.492053402644387,-0.2749758921061432,-0.10821644155778055,0.05038620523180093,0.08757690683104351,0.4009816583368629,-0.007199419462220967,0.8921305703079739,-0.10200922756835222,-0.19645132511297764,-0.03107737771034202,-0.07239703686912549,-0.09812018085049473,-0.14372674775162309,-0.05549395350469054,-0.10796925006916255,-0.158543384655525,-0.1230662694994874,-0.1448640771293276
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]",-0.24026316359265878,-0.12077449062936021,-0.4776149359211916,0.16179369718486458,-0.01326142542654738,0.05633586760717712,-0.06826013693496151,0.08138334568888969,-0.10847528412541059,-0.13009332233180473,0.019687016837318185,-0.08680323778255256,-0.08660499613148814,0.23532266840210955,0.3987443207346277,0.3018132540443889,0.2740749949882006,0.13206625833470775,0.5846609994357821,0.5733081820719961,0.24169464012188802,0.11779080260108184,0.4276450151772377,0.22915049552179617,1.0,0.593701296480015,0.0018689445011488782,-0.3488241650561034,-0.16770174354435657,0.06124149659896753,-0.03410874469165685,-0.011904148431163566,-0.10054943805181807,0.26128868568817176,-0.04940078037867868,-0.032844906120381295,-0.10702276848113727,-0.08799437994583416,0.08376550471216491,0.004833586075625525,0.11417261342967097,0.06587086079210576,0.021730707695091573,-0.07134698906464332,0.04956210690503581
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]",-0.2350195776989068,-0.099545414003466,-0.3268088603258487,0.1424940497661898,0.28214107652219556,-0.02166894716748141,-0.13965681376463604,-0.2291839462485177,-0.0625856661269809,-0.008935519387635808,0.04240536086110404,-0.1155039918813709,0.08508946737291505,0.0318511008069022,0.2013119935874225,-0.006817308007748473,0.08909193644877615,0.014940522305884642,0.4084311343132136,0.2407045597308279,0.022971022448509737,0.3845067237693165,0.24089588606407417,0.34167677062686463,0.593701296480015,1.0,0.05661086503572304,-0.2806874120710763,-0.13040273231953983,0.22206287848814454,0.0359061054981008,0.011446986368764046,0.19602494257487005,0.4267681329645002,-0.11536591716993588,-0.03049445602322413,-0.05788839921706685,-0.0669869380628655,0.05563314903918007,0.0697193851032876,-0.021619785833891472,0.023471605925225222,0.026120213071910012,-0.07559095535025348,0.020841808926030176
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",-0.11631646035895912,-0.06429579932857596,-0.11411080324817162,-0.04009924704866092,-0.1978204249663705,-0.23508138912690188,-0.10081816373732871,-0.013602171244697814,0.32150954600383985,-0.14676803372849692,-0.05343657764521392,0.04720993319653301,-0.02790089888096736,-0.09717103568761785,-0.12973153768255288,-0.2575248382079316,-0.08490392674207782,0.14542319206685786,-0.008980694296507125,-0.17193801852918814,-0.24660425734162578,0.23901089589994237,-0.06890099765692169,0.492053402644387,0.0018689445011488782,0.05661086503572304,1.0,-0.12493633838245904,0.19620420739538322,-0.07165005590254536,0.15542275157725455,0.08356421197382503,-0.0064459586798463,0.6501444247529609,-0.19449115670840408,-0.3356859023929882,-0.35302906375783805,-0.36890359134420975,-0.253310842824026,-0.2752148071551699,-0.10192975970120544,-0.23628425853902352,-0.37500462900879206,-0.3325593781470742,-0.32898920635188034
mean_cultural_closeness_subj,0.9020204506311442,0.6831658232092828,0.8194496540905447,-0.3753381074379873,-0.0008148049910157458,0.00346137346650851,0.2048824005895343,-0.037145338175945,0.2665963878371747,0.054810236417356495,-0.1110900752362779,-0.09317491850912694,-0.053674322170361506,0.031833293058262845,-0.33312838021306473,-0.31960276793301734,-0.1769677681472788,-0.2083221241207216,0.1163357283168033,0.040682451626808405,0.2389836178997098,-0.2037971657238731,-0.321537827517866,-0.2749758921061432,-0.3488241650561034,-0.2806874120710763,-0.12493633838245904,1.0,0.39689042907522587,-0.030729401234210703,-0.05329697178554067,-0.1682246535353721,-0.00524701070515345,-0.30114127709468785,0.0971286295231428,0.058453804961674474,0.14411664946048577,-0.1045261964430358,-0.028437687085270637,-0.12972257464074977,-0.10291491059842989,0.01512057825187899,-0.10698068778920526,0.11255827499011917,-0.05784936513719464
extraversion,0.3006589364452696,0.39422780800414275,0.3049488778053986,-0.871443607861029,0.07304761312861786,-0.17645283124351413,0.26729112186577536,0.1506830464489407,0.7685644315597276,-0.012043531735938697,0.07960885891312022,-0.34298110289897643,-0.12688648033134403,0.14865231901917697,-0.03219213186316647,-0.14876699760051926,-0.07579224968182309,0.061157528785851886,-0.08180037176052997,-0.03244280358357992,0.08104485988445813,-0.16048609976762376,0.05988781714113146,-0.10821644155778055,-0.16770174354435657,-0.13040273231953983,0.19620420739538322,0.39689042907522587,1.0,0.06283694273288003,0.17124458283800392,-0.34714246556122447,-0.16780756418747136,-0.057880110020834916,0.09045033066176576,0.08807409099258214,0.09150907945910759,0.18849346263570402,0.3026955193953272,0.17206886974622812,0.19122944467119352,0.1412770457829564,0.10297614880509692,0.1011452226763273,0.2140551781038262
agreebleness,-0.013234211779061283,0.11636627932061525,-0.1525867356218326,-0.056359027906375495,0.8385162005756613,-0.19647799569665403,-0.2923134031975204,0.01857147451205309,0.046207068373809,-0.6456915648703885,0.1584963757762792,-0.035976119782066635,0.14435613280874407,0.15162364302985618,0.2068838344774367,0.2340450203391708,0.04051643274589347,0.22520817694142575,0.15531392806471336,0.1547818111102747,0.1907947345457162,0.05569731388060761,0.3849744780689582,0.05038620523180093,0.06124149659896753,0.22206287848814454,-0.07165005590254536,-0.030729401234210703,0.06283694273288003,1.0,0.2225270155697439,0.1426160762198759,0.06710664299170105,0.07182259641300011,0.1716021457188188,0.22433684041755553,0.211320961573358,0.163011333904736,-0.018143124123361453,-0.11736049472474788,0.24017690113401918,0.0010682330121949627,0.16922221558891193,0.2279368449151023,0.09642152655153143
coscientiousness,0.026069559518823636,-0.2705893958689676,0.04158326416237455,-0.05573629984063074,0.19225001675058687,-0.9002664217312288,-0.010445656490326853,0.20904700558433056,0.25355991637210706,-0.13575529882953088,0.6831934169256979,0.008436661949063349,-0.07109038413075225,-0.035556847916823,0.02312806333167843,-0.0009105388891486844,-0.3718213902017119,-0.13580474585255972,-0.14607237854188468,-0.0003629746131911036,-0.09222271175921809,0.3516537637376971,0.2606560738049286,0.08757690683104351,-0.03410874469165685,0.0359061054981008,0.15542275157725455,-0.05329697178554067,0.17124458283800392,0.2225270155697439,1.0,0.010702242539618946,-0.17522242362083015,0.27458446047131985,0.1723647997077846,0.04072925571358156,-0.04710632907369763,0.060980625901000673,0.10370818247599903,0.13905797177608034,0.1683380320810385,0.21854354275584148,0.08119924445916574,0.0599184034386914,0.16539683634437993
neuroticism,-0.2497636231309841,0.11428712786437425,-0.18732552791745963,0.3493109356590376,0.22235422816283065,-0.020990735588818903,-0.8766515049889865,0.09845266903290255,-0.20576372293827533,0.05193509127091451,-0.011736607103560422,0.8846212837095833,0.1122400285647508,-0.18052009702243352,-0.033052741369832286,0.11321030732832331,0.06563001342955743,-0.06432400980849255,-0.05720208270218841,-0.18653664081715132,-0.15445545796879928,0.21819496666090973,0.05738957488984559,0.4009816583368629,-0.011904148431163566,0.011446986368764046,0.08356421197382503,-0.1682246535353721,-0.34714246556122447,0.1426160762198759,0.010702242539618946,1.0,-0.0025660756933546915,0.2853361653319136,0.14024170023778396,0.1266000719886578,0.32399791972740466,0.21174738846498,0.029095013187979028,0.05042781595320864,0.11256923207895551,0.042359292777901826,0.07843831515314865,0.2228588501965485,0.10639101030591804
openness,-0.046433740592799845,-0.11074919766538897,0.13568434817774352,0.17340458776515805,-0.06431967704109727,0.15301241220413392,-0.012522770401498717,-0.8621187130060359,-0.09353236530393359,-0.21232638418196073,-0.1276523675964568,-0.01658743270480606,0.798695685803681,-0.02856029803973888,-0.04168621245293924,-0.19561456260907778,0.22082861547083063,-0.11164076989372612,0.13127015764888533,-0.15839530811928823,-0.12055709492214564,-0.020428559877706108,-0.24178713523588882,-0.007199419462220967,-0.10054943805181807,0.19602494257487005,-0.0064459586798463,-0.00524701070515345,-0.16780756418747136,0.06710664299170105,-0.17522242362083015,-0.0025660756933546915,1.0,-0.031174992797891807,-0.2647013445321101,-0.09082054346887958,-0.13841990954146516,-0.11380918551370152,-0.24177501492317677,-0.1633753927835278,-0.35046371564050877,-0.20181631567024516,-0.27461727621494353,-0.18345081374077601,-0.2979311723652217
mean_trust_subj,-0.257998080974995,-0.11225121560215837,-0.33852114743385453,0.14952260311604545,0.022166564186742743,-0.24135395968962398,-0.26988236533138393,0.011987566898500968,0.08475362743855681,-0.09971008106635265,0.19739904030194488,0.2332803903980181,-0.04258062125280729,-0.23023079821404324,-0.17769062510440728,-0.22051751065720276,-0.06260890716416147,-0.07441518510807422,0.19842384791947157,-0.14173295550894963,-0.25462810956941545,0.8387911143612199,0.0133542672319058,0.8921305703079739,0.26128868568817176,0.4267681329645002,0.6501444247529609,-0.30114127709468785,-0.057880110020834916,0.07182259641300011,0.27458446047131985,0.2853361653319136,-0.031174992797891807,1.0,-0.19852876769869315,-0.33545583196951334,-0.25584325113327183,-0.23750745649140895,-0.22075329218254147,-0.23138579929809064,-0.1488678172083556,-0.16824969959748862,-0.26625036108434086,-0.2966950825591581,-0.27707155772221964
Which picture best describes the relationship between Pepper and your country? ,0.17080716204269902,0.10539506619871063,-0.06219026798923029,0.031174156063574734,0.2701505757153525,-0.21984657747371478,-0.07984632150817769,0.27393424681074174,0.21298959164660033,0.06613975238537326,0.009277238871274808,0.16583045259272086,-0.15710920447399257,0.05387377142401231,-0.03396463957875782,0.10241341718675225,-0.31230228158426965,0.08982637980738765,-0.0527514988411971,0.09750625838713874,0.14485232172361628,-0.2060458856665463,0.26551150216168906,-0.10200922756835222,-0.04940078037867868,-0.11536591716993588,-0.19449115670840408,0.0971286295231428,0.09045033066176576,0.1716021457188188,0.1723647997077846,0.14024170023778396,-0.2647013445321101,-0.19852876769869315,1.0,0.8005714759612674,0.5789728638791877,0.4760328936126544,0.40560544438327956,0.2695351326315462,0.6228649834115502,0.49338243281876126,0.49601454997353533,0.8870888887426843,0.6483756970843587
Which picture best describes the relationship between Pepper and your national culture? ,0.035243968457508185,0.12323290165831984,0.005703200464753079,0.028588470045000113,0.39959817646042045,-0.08654090832853828,-0.00274588528473493,0.0824293471142975,0.20508971840910137,0.15153018916725539,-0.055832138703774264,0.21689830207834337,-0.06763193426363233,0.0729062074119373,-0.010063039033572129,0.1340396163665181,-0.22778704273251354,0.12811004746197424,-0.008465820606037075,0.137399576180211,0.2460820216596646,-0.32708062496999,0.28521262498852634,-0.19645132511297764,-0.032844906120381295,-0.03049445602322413,-0.3356859023929882,0.058453804961674474,0.08807409099258214,0.22433684041755553,0.04072925571358156,0.1266000719886578,-0.09082054346887958,-0.33545583196951334,0.8005714759612674,1.0,0.6860709546222074,0.7833128112892568,0.4821621017410978,0.4788658164280945,0.6186920463589138,0.6163747235860576,0.711611054448252,0.9309218103777188,0.7932759211765809
Which picture best describes the relationship between Pepper and your own preferences? ,0.10407369640899838,0.1302193559768601,0.12771295664959578,-0.07175728784546562,0.4519452838246661,0.12712025283994569,-0.24730813645972946,0.11359123382063298,0.08074930652242775,0.24858953168121453,0.10991303018420105,0.32220967447825727,-0.1173756298122175,0.11454448308389137,0.15600719795846568,0.1715186894510692,-0.03835250167322798,-0.004819141865628243,-0.009523485601236692,0.03944637622786623,0.2706617814874166,-0.255189820516816,0.16186787378865888,-0.03107737771034202,-0.10702276848113727,-0.05788839921706685,-0.35302906375783805,0.14411664946048577,0.09150907945910759,0.211320961573358,-0.04710632907369763,0.32399791972740466,-0.13841990954146516,-0.25584325113327183,0.5789728638791877,0.6860709546222074,1.0,0.6720907802436293,0.31507910218721813,0.28425267022657696,0.5511301492606092,0.3882931382312999,0.632206566887608,0.8523186231581654,0.6181838739218269
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,-0.15212381463453423,0.010266667031703822,-0.07269639429087366,-0.17352651821245715,0.3576400121209547,-0.025860267304095,-0.11778010432133543,0.093394988086956,0.13278455153679694,0.20439091617377786,0.09037076013158046,0.25307548948570574,-0.09650652765442357,0.10666027328637738,0.061080712727305156,0.24330356021541275,-0.004851310760249205,0.11226545385369634,-0.04012994397614511,0.08339890179813629,0.23140807246962083,-0.20981768967062053,0.37327069486942727,-0.07239703686912549,-0.08799437994583416,-0.0669869380628655,-0.36890359134420975,-0.1045261964430358,0.18849346263570402,0.163011333904736,0.060980625901000673,0.21174738846498,-0.11380918551370152,-0.23750745649140895,0.4760328936126544,0.7833128112892568,0.6720907802436293,1.0,0.5458157157208366,0.6323570130315019,0.6482651228765688,0.5893948808916487,0.8112648367499097,0.7259463226041496,0.8282557438634808
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.029453486829836156,0.05452204972712012,-0.15504983207107492,-0.2795301694120507,0.06335139860177766,-0.14520130384795438,-0.08390158882451357,0.2118258179294264,0.21210016595131417,0.12181661313943831,-0.016097382778323056,-0.03085911360484404,-0.1890823928086097,0.24605509925546368,0.24322460903374934,0.10531626208639609,-0.2373266749614673,-0.15726853277947372,-0.10233353230135761,0.19197342301948617,0.16422975937785647,-0.2570529387332561,0.40181809671775687,-0.09812018085049473,0.08376550471216491,0.05563314903918007,-0.253310842824026,-0.028437687085270637,0.3026955193953272,-0.018143124123361453,0.10370818247599903,0.029095013187979028,-0.24177501492317677,-0.22075329218254147,0.40560544438327956,0.4821621017410978,0.31507910218721813,0.5458157157208366,1.0,0.8239589790991887,0.5351517254251827,0.5078748493419402,0.43395062006988344,0.4499508332473437,0.7950538435844302
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,-0.10027507019986648,-0.15777833151306017,-0.07423657147260766,-0.15739105780277474,0.010700466945126814,-0.2079642134371274,-0.04804693365107789,0.014071528712858892,0.12253815986877292,0.22868586975197255,-0.0438431265528896,0.0408884336697697,-0.28104079523783154,0.2225889151828092,0.04831490273606094,0.1250333872877849,-0.13047131082751962,-0.22914419689157728,-0.1992313858378075,0.07134383206139921,-0.0017007573401187945,-0.20018718234455732,0.2982731088640615,-0.14372674775162309,0.004833586075625525,0.0697193851032876,-0.2752148071551699,-0.12972257464074977,0.17206886974622812,-0.11736049472474788,0.13905797177608034,0.05042781595320864,-0.1633753927835278,-0.23138579929809064,0.2695351326315462,0.4788658164280945,0.28425267022657696,0.6323570130315019,0.8239589790991887,1.0,0.3818200228566755,0.47511527243612045,0.49479370347513685,0.38746993728757684,0.7616793620724219
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.04008342177862709,-0.10961271312349692,-0.12382981708151554,-0.16227460403004326,0.3543393627983004,-0.15610199258077717,-0.14180945299812264,0.3579467717606927,0.15267350808386485,0.059262215247281404,0.10737038441899935,0.05778367215856168,-0.2136425392067316,0.10089222560033884,0.20990848794203976,0.4347651970177938,-0.21506126405353393,0.3728162560526014,0.03938844852750347,0.25535336879117776,0.39833127317676165,-0.29059497865825057,0.49652642660899743,-0.05549395350469054,0.11417261342967097,-0.021619785833891472,-0.10192975970120544,-0.10291491059842989,0.19122944467119352,0.24017690113401918,0.1683380320810385,0.11256923207895551,-0.35046371564050877,-0.1488678172083556,0.6228649834115502,0.6186920463589138,0.5511301492606092,0.6482651228765688,0.5351517254251827,0.3818200228566755,1.0,0.5359057181981097,0.7434156484047922,0.6708266463062196,0.8064256128392494
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.017341658879667973,0.03210155704995272,-0.00968152045646252,-0.13672974827492895,0.08882631214112412,-0.10494854926687526,0.09606337168714806,0.2141517451180769,0.090822245133922,0.12253748556331209,0.3032907554720771,0.16656796892265588,-0.11349560612221958,0.10389435955723665,-0.060531837892374055,-0.02543927532175362,-0.10323317852269767,-0.057816509253765774,-0.08676296412370703,0.25386402981036144,0.293248079606759,-0.14671626605147345,0.3523615980207797,-0.10796925006916255,0.06587086079210576,0.023471605925225222,-0.23628425853902352,0.01512057825187899,0.1412770457829564,0.0010682330121949627,0.21854354275584148,0.042359292777901826,-0.20181631567024516,-0.16824969959748862,0.49338243281876126,0.6163747235860576,0.3882931382312999,0.5893948808916487,0.5078748493419402,0.47511527243612045,0.5359057181981097,1.0,0.6331047184169599,0.5605180629958916,0.783973686090854
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,-0.12326945123108538,-0.11409350595203241,-0.019662572932971717,-0.16455686761201632,0.38194227616787896,-0.028738523928649083,0.04568769436640005,0.21252213996459005,-0.018445439710762953,0.22713969527795694,0.1298882467219238,0.18031458296999453,-0.24811043703106367,0.030683711617239217,0.08861982776683167,0.38404765974327354,-0.061400498837123854,0.3185065683956913,-0.03263152720298721,0.15309565841011913,0.29987517517011286,-0.2289897448942005,0.3978688712942484,-0.158543384655525,0.021730707695091573,0.026120213071910012,-0.37500462900879206,-0.10698068778920526,0.10297614880509692,0.16922221558891193,0.08119924445916574,0.07843831515314865,-0.27461727621494353,-0.26625036108434086,0.49601454997353533,0.711611054448252,0.632206566887608,0.8112648367499097,0.43395062006988344,0.49479370347513685,0.7434156484047922,0.6331047184169599,1.0,0.6908725096225384,0.8381137910212357
mean_cultural_closeness,0.11521951666323586,0.13467070694795769,0.028505172092880064,-0.005392002319103343,0.42205658534499996,-0.06378241595475416,-0.12481264551039044,0.17412416184398685,0.1856710880511663,0.17644884911377226,0.024430446557018273,0.2655298632741412,-0.12755895849653004,0.09096592959117704,0.04365320647027628,0.15349110847534644,-0.21405809543102006,0.07910534244643519,-0.02600369293068795,0.10236267933727526,0.2491641829137386,-0.2960158146652873,0.26605857926787,-0.1230662694994874,-0.07134698906464332,-0.07559095535025348,-0.3325593781470742,0.11255827499011917,0.1011452226763273,0.2279368449151023,0.0599184034386914,0.2228588501965485,-0.18345081374077601,-0.2966950825591581,0.8870888887426843,0.9309218103777188,0.8523186231581654,0.7259463226041496,0.4499508332473437,0.38746993728757684,0.6708266463062196,0.5605180629958916,0.6908725096225384,1.0,0.7716451258941853
mean_competence,-0.028390314509262382,-0.04237461046846427,-0.0769207700946153,-0.19559145443273282,0.2662125956227274,-0.15139509127580794,-0.04878162060407949,0.24657683197917293,0.1527051453037009,0.19750993467913794,0.1088148113558689,0.13723206813028296,-0.25015858355981047,0.16904323306214633,0.11945614826097478,0.24681820942615343,-0.19797697141047568,0.06342134258912147,-0.08957545159998845,0.21739728162409774,0.2910628392019657,-0.29431917805008856,0.4674701238288939,-0.1448640771293276,0.04956210690503581,0.020841808926030176,-0.32898920635188034,-0.05784936513719464,0.2140551781038262,0.09642152655153143,0.16539683634437993,0.10639101030591804,-0.2979311723652217,-0.27707155772221964,0.6483756970843587,0.7932759211765809,0.6181838739218269,0.8282557438634808,0.7950538435844302,0.7616793620724219,0.8064256128392494,0.783973686090854,0.8381137910212357,0.7716451258941853,1.0
