,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]",0.025640136810615426,0.06644829358184473,-0.0049789230864034075,-0.07300179935734313,0.08003057987406263,-0.0714825420921511,0.008989394455758908,-0.09354961244045903,0.18799658842186978,-0.16392038661790329,-0.19789147161464704,-0.30435933008835037,-0.1631451964248299,1.0,0.5825609084687191,0.30591657351398494,0.2660178560838167,0.0683866851477196,0.10610940113075346,0.5672660509959982,0.4166153108841577,-0.2775190722346987,0.47891719106538627,-0.3548734127412361,0.23532266840210955,0.0318511008069022,-0.09717103568761785,0.031833293058262845,0.14865231901917697,0.15162364302985618,-0.035556847916823,-0.18052009702243352,-0.02856029803973888,-0.23023079821404324,0.07902836401954694,0.04780657656517587,-0.002751558367912835,-0.056284763979275516,-0.11622379996795776,0.19242254051641083,-0.0677103760863639,0.07034838419224249,0.018329743518041258,0.046065239073734755,0.021368197641083008
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]",-0.29444780078846344,-0.12987741717402168,-0.3579162916575386,0.010076233321302298,0.21172259295012963,-0.0391051672581322,-0.15001040691020087,0.07101814636093111,-0.048190333404514604,-0.07998302309547248,-0.014868185427912746,-0.20271362550339267,0.008364004341839421,0.5825609084687191,1.0,0.5298001710102692,0.24336008357379377,0.2339157219138102,0.18613513711157337,0.546603797342947,0.4416661865248867,-0.30260326853811775,0.644006918143116,-0.225650918486407,0.3987443207346277,0.2013119935874225,-0.12973153768255288,-0.33312838021306473,-0.03219213186316647,0.2068838344774367,0.02312806333167843,-0.033052741369832286,-0.04168621245293924,-0.17769062510440728,-0.09027946646004799,0.07886400237833446,0.002468634174996308,0.03787303592515852,-0.09710947648766673,0.19255668530126585,0.15135562168974107,0.046255465484522654,0.03824423160820109,-0.004666139163528132,0.0714322505459273
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]",-0.3046586854130418,-0.25767180688595115,-0.20910023001037964,0.0063912078188450945,0.25503907346392857,0.04286103065529628,-0.19643749776130312,0.058969013670189384,-0.27509782995684773,-0.06873376531864409,0.06989793034892904,0.005949638364999076,-0.28647896143928103,0.30591657351398494,0.5298001710102692,1.0,0.23407092824978115,0.5523717202307761,0.16763115456959068,0.34607710094531535,0.42496516183911387,-0.2040608234224241,0.5376673208513016,-0.30272359041435026,0.3018132540443889,-0.006817308007748473,-0.2575248382079316,-0.31960276793301734,-0.14876699760051926,0.2340450203391708,-0.0009105388891486844,0.11321030732832331,-0.19561456260907778,-0.22051751065720276,-0.03821254333778554,0.09056666583028158,0.0704618391823769,0.1921785140219342,0.1272292734539077,0.23146858227495434,0.4278975840620039,0.033561813524947894,0.1790222559592008,0.0468049722541267,0.2349339721305141
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]",-0.14981910446110971,-0.028748006132141516,-0.23061193522769396,-0.1240466135302187,-0.13745236491965437,0.39258727694988504,-0.14733003091329044,-0.27177375577325785,-0.3061998101155819,-0.26640015461680305,-0.15699017934137405,-0.028972527167276302,0.07971691707689663,0.2660178560838167,0.24336008357379377,0.23407092824978115,1.0,0.16065973288706215,0.44576828090206533,0.21867156295411147,0.1530839545280196,-0.13407068270320785,0.1466566047461874,-0.04419180592817517,0.2740749949882006,0.08909193644877615,-0.08490392674207782,-0.1769677681472788,-0.07579224968182309,0.04051643274589347,-0.3718213902017119,0.06563001342955743,0.22082861547083063,-0.06260890716416147,-0.2640809498720557,-0.2637364760589157,0.001960702650891745,-0.27072454241746247,-0.1883965932957929,0.0485180602922508,-0.050702329126714483,-0.1747640334832398,-0.16341925051348963,-0.1944358981826017,-0.1491196842713316
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]",-0.22383808092878338,-0.038672852713210734,-0.20428990710253817,-0.17321618076100642,0.12420728604406073,0.09741139022890477,0.01778818884125419,-2.794709869157333e-17,-0.10941386125544544,-0.2359932619490586,-0.1344626799248564,-0.09431524828124098,-0.20346508149767245,0.0683866851477196,0.2339157219138102,0.5523717202307761,0.16065973288706215,1.0,0.1815798543595346,0.06981111106074568,0.21412257475933516,-0.20869847711582445,0.274160080240244,-0.20519923418601696,0.13206625833470775,0.014940522305884642,0.14542319206685786,-0.2083221241207216,0.061157528785851886,0.22520817694142575,-0.13580474585255972,-0.06432400980849255,-0.11164076989372612,-0.07441518510807422,-0.11827142602956303,-0.05744183453193184,-0.07766812929675672,0.05732595184258245,0.019363212843274684,-0.11198976176757953,0.20839158839192076,-0.03785797812648033,-0.02158388217945376,-0.09696979292590312,0.005585152820342082
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]",0.25213610972621286,0.1187308707911975,-0.1320658088955201,-0.00484395467402347,0.005310341729361524,0.14287281296048263,0.04652555326810977,-0.2420879124967811,-0.16216600817572796,-0.27535372184001344,-0.08072575796600132,-0.05411142191041107,-0.04825000370670621,0.10610940113075346,0.18613513711157337,0.16763115456959068,0.44576828090206533,0.1815798543595346,1.0,0.5031200744362815,0.4479029289698975,0.09165010872755783,0.1959148867030535,0.20110407911706515,0.5846609994357821,0.4084311343132136,-0.008980694296507125,0.1163357283168033,-0.08180037176052997,0.15531392806471336,-0.14607237854188468,-0.05720208270218841,0.13127015764888533,0.19842384791947157,-0.21975275661880678,-0.13302577853039257,-0.014240978749645278,-0.27916987505172863,-0.03329069717142169,0.05490234641786583,-0.034648235049999844,-0.2256892943925852,-0.11141416741628084,-0.13699276190688847,-0.09883866463310367
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]",0.09213316671081735,0.08915108166738092,-0.08894600837060246,0.047388573482569495,0.1323919051574062,-0.014238332018252068,0.1262704908110737,0.11165938337815288,-1.1869636259718454e-17,-0.09629083542170927,-0.024679463699765643,-0.20112412748033556,-0.1560749079347778,0.5672660509959982,0.546603797342947,0.34607710094531535,0.21867156295411147,0.06981111106074568,0.5031200744362815,1.0,0.7827521902861689,-0.22550980381339705,0.5871290447023406,-0.2100902925755561,0.5733081820719961,0.2407045597308279,-0.17193801852918814,0.040682451626808405,-0.03244280358357992,0.1547818111102747,-0.0003629746131911036,-0.18653664081715132,-0.15839530811928823,-0.14173295550894963,-0.015232938760085593,0.10075321703729707,-0.03370644675598349,-6.029161164681404e-17,0.04274829233016776,0.3094536012762614,0.06748056259827871,0.14323384108572226,0.14795166143010438,0.016989580485649487,0.15112550902871869
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]",0.222280793499659,0.18718478702627947,0.16805475175348525,-0.1769059207868503,0.20997888165825207,0.11645704208407189,0.12520113868302715,0.035794677176069274,-0.07633675404193244,-0.0531316412561832,-0.006927121575419308,-0.14652288297349542,-0.17720737748155246,0.4166153108841577,0.4416661865248867,0.42496516183911387,0.1530839545280196,0.21412257475933516,0.4479029289698975,0.7827521902861689,1.0,-0.29708322919662816,0.4965264266089971,-0.27094106711113586,0.24169464012188802,0.022971022448509737,-0.24660425734162578,0.2389836178997098,0.08104485988445813,0.1907947345457162,-0.09222271175921809,-0.15445545796879928,-0.12055709492214564,-0.25462810956941545,0.18137700606534785,0.2969730310381361,0.22191995770053585,0.1599825483102246,0.07407700434778801,0.2850385843717607,0.22670953174382513,0.11127725439976346,0.17598912600443864,0.2658293225267109,0.2358994158553718
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]",-0.19011139137581454,-0.1319698936772092,-0.16432446676863657,0.21580082087334673,0.06958194658468358,-0.26090841101608686,-0.15931639068405207,-0.022774069123403493,-0.024284316138063984,-0.003900527308924875,0.33363443905438844,0.22400015448066785,-0.0642761773334126,-0.2775190722346987,-0.30260326853811775,-0.2040608234224241,-0.13407068270320785,-0.20869847711582445,0.09165010872755783,-0.22550980381339705,-0.29708322919662816,1.0,-0.10750096596039987,0.6931707103028576,0.11779080260108184,0.3845067237693165,0.23901089589994237,-0.2037971657238731,-0.16048609976762376,0.05569731388060761,0.3516537637376971,0.21819496666090973,-0.020428559877706108,0.8387911143612199,-0.2625341564348371,-0.18615776945809018,-0.15239080830534157,-0.08906413365189532,0.13517538962953593,-0.3332620710019462,-0.14579864520054728,-0.17993898749258017,-0.06282745773709622,-0.22833622163507136,-0.161456380169931
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]",-0.187959782276263,-0.17614301599265628,-0.43399496925736997,-0.12521213650778915,0.36479400679813023,-0.26680085145383103,-0.13838669185262387,0.19122789584901564,-0.049219424565051025,-0.18973402443361861,0.12416535901679385,-0.03459579359129642,-0.21356538318033202,0.47891719106538627,0.644006918143116,0.5376673208513016,0.1466566047461874,0.274160080240244,0.1959148867030535,0.5871290447023406,0.4965264266089971,-0.10750096596039987,1.0,-0.09576591975620902,0.4276450151772377,0.24089588606407417,-0.06890099765692169,-0.321537827517866,0.05988781714113146,0.3849744780689582,0.2606560738049286,0.05738957488984559,-0.24178713523588882,0.0133542672319058,0.22219724642250746,0.3490418585534026,0.21431484952545093,0.33524230193036053,0.19470804712805656,0.36485430930250556,0.24187203497465157,0.21281533415034762,0.13632263359826366,0.2970104214598485,0.29798619381955654
