,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,P,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
10,0,831dea5f-05d3-4907-8ac8-893e24281e36,0.2822865229238674,0.7316069392444281,-0.034940161618712016,0.42380614729547844,1.1395826642454023,0.25433521252707886,-1.0114579831547923,1.4446072974696063,1.2339090618456074,-0.5190404464727453,0.0,1.5027615135306889,-1.9704097402010707,0.4202909078713706,-0.8828931800489397,1.825741858350554,-1.2193090429379683,-0.6359863649506009,1.41454513524992,1.6521728257007668,1.34743945585529,-0.9925958349417551,-0.0956729746469881,0.2737543643316621,-0.34570535882735687,1.29654531382282,-0.6202926409659895,0.3788239800028391,0.45459979490415536,1.0755786136709529,-0.1929366176124264,1.42749382777265,-2.184326342734118,-0.5194226939200126,B,0.899437275305401,0.8969454299212585,0.5423014752012559,0.38306023425404573,-0.53275268784027,0.8753986143718715,1.4280539525310236,1.4227168364098501,1.3243304509001708,0.8781071494678364,1.0661987613450523
11,0,831dea5f-05d3-4907-8ac8-893e24281e36,0.2822865229238674,0.7316069392444281,-0.034940161618712016,0.42380614729547844,1.1395826642454023,0.25433521252707886,-1.0114579831547923,1.4446072974696063,1.2339090618456074,-0.5190404464727453,0.0,1.5027615135306889,-1.9704097402010707,0.4202909078713706,-0.8828931800489397,1.825741858350554,-1.2193090429379683,-0.6359863649506009,1.41454513524992,1.6521728257007668,1.34743945585529,-0.9925958349417551,-0.0956729746469881,0.2737543643316621,-0.34570535882735687,1.29654531382282,-0.6202926409659895,0.3788239800028391,0.45459979490415536,1.0755786136709529,-0.1929366176124264,1.42749382777265,-2.184326342734118,-0.5194226939200126,F,1.5657886713395852,0.2221536668535624,0.5423014752012559,0.9001915504970076,1.4067065353085773,1.3408731511166523,0.4028926217628145,1.4227168364098501,1.3243304509001708,0.8781071494678364,1.3854890107030735
12,1,3318f716-94c4-4264-a345-2546b545b2a1,0.9002651271626038,0.7316069392444281,0.6725981111602032,-2.35956936061807,0.14704292441876177,1.9024273897025499,1.3747972586569994,-1.7179113807746667,0.26355339185051796,-0.5190404464727453,0.0,-1.5403305513689562,1.1186842395980272,1.062622295372899,1.2000489825907912,0.18257418583505533,1.4939885526108077,1.3842056178336615,1.41454513524992,1.0179263855028422,0.8397994748121344,-1.7169225253046578,1.1959121830873498,-1.574087594907056,1.6544470743880624,1.8966605733636683,-1.678054828718519,0.9267658082212313,1.5704356551234457,0.4105261884240278,-1.4431658997409493,-1.6500308883759909,1.903175427332697,-1.7008233628878107,A,0.23308587927121677,0.2221536668535624,1.1851271262934764,0.9001915504970076,1.4067065353085773,0.40992407762709077,1.4280539525310236,1.4227168364098501,1.8400552899526412,0.6288314049343267,1.4564423994493003
13,1,3318f716-94c4-4264-a345-2546b545b2a1,0.9002651271626038,0.7316069392444281,0.6725981111602032,-2.35956936061807,0.14704292441876177,1.9024273897025499,1.3747972586569994,-1.7179113807746667,0.26355339185051796,-0.5190404464727453,0.0,-1.5403305513689562,1.1186842395980272,1.062622295372899,1.2000489825907912,0.18257418583505533,1.4939885526108077,1.3842056178336615,1.41454513524992,1.0179263855028422,0.8397994748121344,-1.7169225253046578,1.1959121830873498,-1.574087594907056,1.6544470743880624,1.8966605733636683,-1.678054828718519,0.9267658082212313,1.5704356551234457,0.4105261884240278,-1.4431658997409493,-1.6500308883759909,1.903175427332697,-1.7008233628878107,B,-0.4332655167629675,-0.4526380962141337,1.1851271262934764,0.9001915504970076,1.4067065353085773,1.3408731511166523,-0.10968804362129005,1.4227168364098501,0.8086056118477004,0.1302799158673074,1.0661987613450523
14,1,3318f716-94c4-4264-a345-2546b545b2a1,0.9002651271626038,0.7316069392444281,0.6725981111602032,-2.35956936061807,0.14704292441876177,1.9024273897025499,1.3747972586569994,-1.7179113807746667,0.26355339185051796,-0.5190404464727453,0.0,-1.5403305513689562,1.1186842395980272,1.062622295372899,1.2000489825907912,0.18257418583505533,1.4939885526108077,1.3842056178336615,1.41454513524992,1.0179263855028422,0.8397994748121344,-1.7169225253046578,1.1959121830873498,-1.574087594907056,1.6544470743880624,1.8966605733636683,-1.678054828718519,0.9267658082212313,1.5704356551234457,0.4105261884240278,-1.4431658997409493,-1.6500308883759909,1.903175427332697,-1.7008233628878107,F,-0.4332655167629675,1.5717371929889545,1.1851271262934764,1.9344541829829314,1.4067065353085773,1.3408731511166523,0.4028926217628145,1.4227168364098501,1.8400552899526412,0.8781071494678364,1.491919093822414
15,0,6f8e74ce-80c1-4afa-bc56-7aee0085ab76,0.9002651271626038,0.7316069392444281,-0.034940161618712016,-0.5039856886757045,-1.8380365552345193,1.0783813011148145,-0.21603956921752837,0.653977627908538,0.26355339185051796,1.6937109305952747,-1.299038105676658,-0.018784518919133696,0.08898624633166119,-0.864371867131687,-0.8828931800489397,-0.9128709291752767,-0.6766495238282131,-0.13093836925453542,-0.7337952889108965,-0.8848129350909331,-0.6831204683173335,0.09389420060259883,-0.0956729746469881,0.2737543643316621,0.3210121189111167,-1.103915724340573,-0.09141154708972472,0.6527948941120353,0.45459979490415536,-2.249683512563672,-1.4431658997409493,0.10855466370894677,-0.4325398698483402,0.022726928140553236,B,-1.0996169127971518,-1.12742985928183,-0.743349826983185,-1.16833371447484,-0.53275268784027,-0.9864995326072515,-0.10968804362129005,-0.6789256635755213,-0.7385689053097108,-1.1160988068002409,-0.8140660404299621
16,0,6f8e74ce-80c1-4afa-bc56-7aee0085ab76,0.9002651271626038,0.7316069392444281,-0.034940161618712016,-0.5039856886757045,-1.8380365552345193,1.0783813011148145,-0.21603956921752837,0.653977627908538,0.26355339185051796,1.6937109305952747,-1.299038105676658,-0.018784518919133696,0.08898624633166119,-0.864371867131687,-0.8828931800489397,-0.9128709291752767,-0.6766495238282131,-0.13093836925453542,-0.7337952889108965,-0.8848129350909331,-0.6831204683173335,0.09389420060259883,-0.0956729746469881,0.2737543643316621,0.3210121189111167,-1.103915724340573,-0.09141154708972472,0.6527948941120353,0.45459979490415536,-2.249683512563672,-1.4431658997409493,0.10855466370894677,-0.4325398698483402,0.022726928140553236,A,-1.0996169127971518,-1.12742985928183,-1.3861754780754054,-1.6854650307178018,-1.9873471052019054,-1.917448606096813,-1.6474300397736037,-2.25515753856455,-1.7700185834146516,-1.3653745513337505,-2.2331338153545013
17,0,6f8e74ce-80c1-4afa-bc56-7aee0085ab76,0.9002651271626038,0.7316069392444281,-0.034940161618712016,-0.5039856886757045,-1.8380365552345193,1.0783813011148145,-0.21603956921752837,0.653977627908538,0.26355339185051796,1.6937109305952747,-1.299038105676658,-0.018784518919133696,0.08898624633166119,-0.864371867131687,-0.8828931800489397,-0.9128709291752767,-0.6766495238282131,-0.13093836925453542,-0.7337952889108965,-0.8848129350909331,-0.6831204683173335,0.09389420060259883,-0.0956729746469881,0.2737543643316621,0.3210121189111167,-1.103915724340573,-0.09141154708972472,0.6527948941120353,0.45459979490415536,-2.249683512563672,-1.4431658997409493,0.10855466370894677,-0.4325398698483402,0.022726928140553236,F,-1.0996169127971518,-1.12742985928183,-0.743349826983185,-0.13407108198891618,-0.04788788205305817,-0.5210249958624708,-0.10968804362129005,-0.6789256635755213,-0.22284406625724038,-1.1160988068002409,-0.49477579107194086
18,0,ee12cbc0-c683-4c40-88a5-ab4b99aeebdb,0.2822865229238674,0.7316069392444281,0.6725981111602032,0.42380614729547844,0.14704292441876177,0.25433521252707886,-1.0114579831547923,0.653977627908538,0.26355339185051796,-0.5190404464727453,-1.299038105676658,0.7419884973057775,0.08898624633166119,-0.2220404796301586,-2.271521288475426,-1.4605934866804426,-3.389947119376989,-2.1511303520387974,0.6984316605296482,-0.8848129350909331,-1.1907604493604893,-0.2682691445788524,-0.7414655535141567,0.2737543643316621,-0.34570535882735687,-1.7040309838814212,-0.09141154708972472,0.6527948941120353,-0.10331813520548984,0.4105261884240278,-0.8180512586766878,0.9878474397514158,-0.4325398698483402,-0.31308216612084205,A,0.899437275305401,1.5717371929889545,-0.10052417589096449,0.38306023425404573,-0.04788788205305817,-0.05555045911768999,-0.6222687090053945,-0.15351503857917845,-0.7385689053097108,0.8781071494678364,-0.21096223608703293
19,0,ee12cbc0-c683-4c40-88a5-ab4b99aeebdb,0.2822865229238674,0.7316069392444281,0.6725981111602032,0.42380614729547844,0.14704292441876177,0.25433521252707886,-1.0114579831547923,0.653977627908538,0.26355339185051796,-0.5190404464727453,-1.299038105676658,0.7419884973057775,0.08898624633166119,-0.2220404796301586,-2.271521288475426,-1.4605934866804426,-3.389947119376989,-2.1511303520387974,0.6984316605296482,-0.8848129350909331,-1.1907604493604893,-0.2682691445788524,-0.7414655535141567,0.2737543643316621,-0.34570535882735687,-1.7040309838814212,-0.09141154708972472,0.6527948941120353,-0.10331813520548984,0.4105261884240278,-0.8180512586766878,0.9878474397514158,-0.4325398698483402,-0.31308216612084205,B,2.2321400673737695,1.5717371929889545,1.1851271262934764,0.9001915504970076,0.9218417295213654,0.8753986143718715,0.915473287146919,-0.6789256635755213,-0.22284406625724038,1.8752101276018749,0.6759551232408042
20,0,ee12cbc0-c683-4c40-88a5-ab4b99aeebdb,0.2822865229238674,0.7316069392444281,0.6725981111602032,0.42380614729547844,0.14704292441876177,0.25433521252707886,-1.0114579831547923,0.653977627908538,0.26355339185051796,-0.5190404464727453,-1.299038105676658,0.7419884973057775,0.08898624633166119,-0.2220404796301586,-2.271521288475426,-1.4605934866804426,-3.389947119376989,-2.1511303520387974,0.6984316605296482,-0.8848129350909331,-1.1907604493604893,-0.2682691445788524,-0.7414655535141567,0.2737543643316621,-0.34570535882735687,-1.7040309838814212,-0.09141154708972472,0.6527948941120353,-0.10331813520548984,0.4105261884240278,-0.8180512586766878,0.9878474397514158,-0.4325398698483402,-0.31308216612084205,F,1.5657886713395852,1.5717371929889545,1.1851271262934764,0.9001915504970076,0.43697692373415364,0.40992407762709077,1.4280539525310236,1.4227168364098501,0.8086056118477004,1.6259343830683655,1.1726288444643929
21,1,e5a48669-afa0-47a4-a209-55d7b5b2b6b9,1.5182437314013402,0.7316069392444281,0.6725981111602032,0.42380614729547844,-0.8454968154078787,0.25433521252707886,0.5793788447197356,1.4446072974696063,0.26355339185051796,0.5873352420612646,0.0,0.7419884973057775,1.1186842395980272,-2.7913660296362726,-2.96583534268867,-2.008316044185609,-1.2193090429379683,-1.646082356342732,-0.7337952889108965,-1.519059375288858,-1.698400430403645,0.09389420060259883,-1.3872581323813251,0.2737543643316621,-0.34570535882735687,-1.103915724340573,-1.1491737348422544,1.2007367223304282,-0.10331813520548984,-0.9195786620698222,-0.1929366176124264,0.10855466370894677,-0.4325398698483402,-0.5457209964826512,B,0.23308587927121677,-0.4526380962141337,0.5423014752012559,1.4173228667399695,1.4067065353085773,1.3408731511166523,0.915473287146919,1.4227168364098501,1.3243304509001708,0.1302799158673074,1.3854890107030735
22,1,e5a48669-afa0-47a4-a209-55d7b5b2b6b9,1.5182437314013402,0.7316069392444281,0.6725981111602032,0.42380614729547844,-0.8454968154078787,0.25433521252707886,0.5793788447197356,1.4446072974696063,0.26355339185051796,0.5873352420612646,0.0,0.7419884973057775,1.1186842395980272,-2.7913660296362726,-2.96583534268867,-2.008316044185609,-1.2193090429379683,-1.646082356342732,-0.7337952889108965,-1.519059375288858,-1.698400430403645,0.09389420060259883,-1.3872581323813251,0.2737543643316621,-0.34570535882735687,-1.103915724340573,-1.1491737348422544,1.2007367223304282,-0.10331813520548984,-0.9195786620698222,-0.1929366176124264,0.10855466370894677,-0.4325398698483402,-0.5457209964826512,A,0.23308587927121677,0.2221536668535624,0.5423014752012559,0.9001915504970076,-0.04788788205305817,0.8753986143718715,1.4280539525310236,0.8973062114135073,0.8086056118477004,0.3795556604008172,0.888815289479485
23,1,e5a48669-afa0-47a4-a209-55d7b5b2b6b9,1.5182437314013402,0.7316069392444281,0.6725981111602032,0.42380614729547844,-0.8454968154078787,0.25433521252707886,0.5793788447197356,1.4446072974696063,0.26355339185051796,0.5873352420612646,0.0,0.7419884973057775,1.1186842395980272,-2.7913660296362726,-2.96583534268867,-2.008316044185609,-1.2193090429379683,-1.646082356342732,-0.7337952889108965,-1.519059375288858,-1.698400430403645,0.09389420060259883,-1.3872581323813251,0.2737543643316621,-0.34570535882735687,-1.103915724340573,-1.1491737348422544,1.2007367223304282,-0.10331813520548984,-0.9195786620698222,-0.1929366176124264,0.10855466370894677,-0.4325398698483402,-0.5457209964826512,F,0.899437275305401,0.8969454299212585,-0.743349826983185,0.38306023425404573,0.43697692373415364,0.40992407762709077,-0.10968804362129005,0.37189558641716447,0.29288077279523,0.3795556604008172,0.35666487388278295
